f,doe2vec_0,doe2vec_1,doe2vec_2,doe2vec_3,doe2vec_4,doe2vec_5,doe2vec_6,doe2vec_7,doe2vec_8,doe2vec_9,doe2vec_10,doe2vec_11,doe2vec_12,doe2vec_13,doe2vec_14,doe2vec_15,doe2vec_16,doe2vec_17,doe2vec_18,doe2vec_19,doe2vec_20,doe2vec_21,doe2vec_22,doe2vec_23,doe2vec_24,doe2vec_25,doe2vec_26,doe2vec_27,doe2vec_28,doe2vec_29,doe2vec_30,doe2vec_31
p23_p21_i2_i2_a0.5,-1.3438921,-1.4657745,-0.7131282,0.15975109,0.49311554,-0.049134344,-1.6520588,-0.030823335,-0.8295708,-0.18281381,-0.15290381,0.11519201,0.007947457,0.0044171745,-0.4274843,-0.08952572,0.5003877,-0.016902108,-0.06401801,0.38103986,-1.1938512,1.5421011,0.069458894,-0.14517494,0.07833666,0.16817307,0.6823886,0.22945336,0.025097366,-0.12046866,-0.009290487,0.012819701
p23_p21_i2_i2_a0.75,-1.321985,-1.3649107,-0.682979,0.24610618,0.77763385,-0.016485685,-1.7568231,-0.020330673,-1.0374068,-0.59889996,-0.11295323,0.1155143,-0.032059874,0.0030796966,-0.37704074,-0.09963185,0.51028657,-0.015421164,-0.039791293,-0.00840044,-1.2918475,1.0936134,0.029680658,-0.030752663,0.10628738,-0.13540113,0.18932915,0.35225675,0.008512395,0.5157529,0.028006375,0.013201399
p23_p21_i3_i3_a0.25,0.53660077,-1.6347826,0.62981117,-0.86140823,0.7202844,-0.10255391,-1.181339,-0.043818526,-0.50510585,0.92074925,-0.08204816,0.10164058,0.047911137,0.029689565,0.043773472,0.0154554425,1.7119689,-0.006856378,0.021469466,0.74395424,0.38358068,-0.09660013,-0.020357685,0.18519293,0.055003267,0.4044385,0.04317433,0.5001443,-0.066189915,-1.1861314,0.21756159,0.07619909
p23_p21_i3_i3_a0.5,0.44768083,-1.7753505,0.68784046,-0.5234748,0.25323123,-0.1065318,-0.6336896,-0.060402304,-0.78623545,0.76025736,-0.089261316,0.09419602,0.080395654,0.061004583,-0.20657632,0.029954512,1.791396,0.040350787,0.017696671,0.4402855,-0.0014092773,0.60765624,-0.021345792,-0.17782415,0.054797005,0.40879226,0.53786474,0.8992747,-0.053224355,-1.5089266,0.18827926,0.07514832
p23_p21_i3_i3_a0.75,0.43770164,-1.7486302,0.5603769,-0.4339484,-0.09731004,-0.0810598,-0.37549052,-0.060100578,-0.9854373,0.6351287,-0.0883469,0.09185537,0.077494666,0.05884221,-0.3873537,0.041013133,1.8333791,0.061694026,0.036261134,-0.020671785,-0.20818052,0.9621434,-0.038070865,-0.35222077,0.05075911,0.16664588,0.68540806,1.1736476,-0.053928588,-1.5043107,0.13694753,0.06434861
p23_p21_i4_i4_a0.25,-1.0167223,-1.122239,1.4129747,0.21128747,0.6467061,-0.10139851,0.38054508,-0.0262846,-0.30178106,1.772306,-0.05895193,0.11933453,0.0054383203,0.07622771,0.9570889,-0.048938558,-0.055475533,-0.00969692,-0.033235066,0.39769185,-0.1959441,-0.28911036,0.014754893,0.49768433,-0.07810783,-0.261598,-0.09153642,-1.0434738,-0.015465643,-0.93589306,-0.13770843,0.11677446
p23_p21_i4_i4_a0.5,-0.21008968,-1.155885,1.1997972,0.45210263,0.4341311,-0.06754403,0.21660723,-0.033187225,-0.9425611,1.5003031,-0.06497869,0.09966851,0.04837475,0.082549885,1.0136561,-0.04603117,-0.33840165,0.014228627,-0.0119836945,-0.019749045,0.6739744,0.13358057,0.0014357902,0.46786627,-0.11689933,-0.22646683,0.56528383,-0.8011495,-0.015360729,-1.206053,-0.14231154,0.093907766
p23_p21_i4_i4_a0.75,0.38723737,-0.8466304,1.0548812,0.52184796,0.12965631,-0.03258851,0.080422804,-0.06654548,-1.1910704,1.220501,-0.057444185,0.07101951,0.052338567,0.069560915,0.88382465,-0.069637075,-0.37816927,0.006132068,-0.00697395,-0.4922893,0.95401394,0.41226023,-0.0074847303,0.4952759,-0.13520293,-0.07529163,1.0046718,-0.45973566,-0.02650306,-1.5144948,-0.13894984,0.08736882
p23_p21_i5_i5_a0.25,-1.7625215,-1.6171572,-0.36743206,0.09400299,0.5742272,-0.103682525,-0.43402585,0.00009414926,-0.22683127,0.12670009,-0.14893785,0.099266686,0.09258874,0.034442928,-0.2519696,-0.020590413,0.24145305,0.0145109035,0.005286211,0.2975694,0.5282294,2.0785348,0.11196158,-0.37716475,0.05657304,-0.26657307,0.9259298,-0.008717954,-0.0145428255,-0.23500602,0.4395073,0.033819135
p23_p21_i5_i5_a0.5,-1.8248142,-1.4992617,-0.1077344,0.20743209,0.7426817,-0.096353486,-0.86121184,-0.011273775,-0.69984174,-0.341407,-0.14467481,0.12586097,0.08118746,0.0097574955,-0.13413829,-0.052837986,0.18950962,0.021198925,0.014618628,0.018833399,0.22352058,1.693136,0.061308935,-0.9587658,0.084407456,0.012830257,0.56225723,-0.28520104,-0.009828274,0.048355237,0.31380087,0.01750164
p23_p21_i5_i5_a0.75,-1.8781042,-1.291354,0.22246835,0.31587264,0.6746476,-0.08677997,-1.0776321,-0.0021608016,-0.9780247,-0.61527234,-0.15281227,0.14251342,0.055820063,-0.01951396,-0.009525359,-0.07292442,0.21193907,0.041881435,0.017707994,-0.43742907,-0.034225523,1.4578719,0.031261917,-1.0897214,0.07873694,0.09690261,0.51736724,-0.2501957,-0.0007274654,0.21546362,0.13801326,-0.007371691
p23_p22_i1_i1_a0.25,0.731047,0.5247855,0.17971781,-0.4943843,-0.20376176,-0.05029519,0.40145594,-0.12137212,-0.6773259,0.42817697,-0.09602752,0.06863954,0.0073287957,0.050466113,-0.37504253,-0.006502973,-0.30373517,0.01788025,-0.009212509,0.6461062,0.61645615,0.34905934,0.02833986,0.042085715,-0.035748847,0.02633226,1.3610661,-0.015662014,0.06494564,-1.0500324,0.16811658,0.03061229
p23_p22_i1_i1_a0.5,0.6279275,-0.25998884,0.22256848,-0.7507808,-0.16869071,-0.05901786,0.98184204,-0.055711605,-0.8712618,0.5243093,-0.029995635,0.079127826,0.028022114,0.054150414,0.017631352,-0.0026465245,-0.10663167,0.010351028,-0.002393703,0.45559067,0.5354736,-0.2691931,0.03948544,-0.06974669,-0.03518021,0.16722846,0.3989768,-0.12770554,0.0200679,-0.90783745,0.16728048,0.021077812
p23_p22_i1_i1_a0.75,0.50415635,-0.5433685,0.14463729,-0.83241737,0.054178566,-0.070349246,1.4034185,-0.008061616,-1.1535236,0.42383495,-0.011963596,0.08800664,0.07072135,0.011574136,0.025686562,-0.027956236,0.2619825,-0.008815187,0.0077584055,0.18342662,0.26425776,-0.45884055,0.030271886,-0.17149751,-0.015822703,-0.09420538,-0.29160127,-0.13047841,-0.025217142,-0.77698463,0.11587201,0.015798118
p23_p22_i2_i2_a0.25,-1.1790798,-1.2348388,-0.41998485,-0.35318956,0.44389153,-0.077681206,-1.0337695,-0.008652661,-0.476685,0.27926424,-0.18246645,0.13724175,0.056383163,-0.004592058,-0.046766877,-0.055001624,0.42211375,0.0024003908,-0.04596419,0.5147335,-0.90417486,2.008837,0.069181025,-0.096906915,0.040396936,0.24752152,1.1576749,-0.33223107,0.033987757,-1.3725054,-0.08648391,0.0027133627
p23_p22_i2_i2_a0.5,-1.449187,-1.6918579,-0.5016785,-0.0017541796,0.8086351,-0.0504167,-1.6836704,-0.017605875,-0.95238996,-0.32443067,-0.14787486,0.119657986,-0.0105486205,-0.0057154805,-0.11846909,-0.0927091,0.5287654,-0.012842563,-0.06395807,0.3509928,-1.3754425,1.4706857,0.066416815,-0.07518108,0.08011918,0.29243708,0.39701474,0.12036857,0.032639425,0.000036932528,0.04274784,0.014220088
p23_p22_i2_i2_a0.75,-1.3526841,-1.4388101,-0.5568718,0.15797469,0.87150985,-0.009915356,-1.779578,-0.013510983,-1.0704433,-0.62633425,-0.11626594,0.120515175,-0.039089765,-0.0090372125,-0.2499175,-0.10017692,0.5368122,-0.009399392,-0.036233194,-0.12810859,-1.3523495,1.0324577,0.024725273,-0.025835179,0.09763099,-0.07694948,0.112108245,0.313196,0.010500624,0.5539956,0.046805933,0.004575973
p23_p22_i3_i3_a0.25,0.941463,-1.0200524,0.6563078,-0.9784242,0.55693156,-0.09612266,-0.69307053,0.005247143,-0.22536938,1.1342478,-0.033218272,0.05774383,0.015588106,0.04367097,0.63823384,-0.017356467,0.82541376,-0.039287932,0.018023267,0.493048,-0.6576017,1.3220305,-0.058429964,0.22342382,0.06393621,-0.20142311,-0.13449399,0.58402574,-0.036413375,0.094388224,-0.29388908,0.08899326
p23_p22_i3_i3_a0.5,0.57111174,-1.5629454,0.7584628,-0.6116518,0.13776368,-0.09494417,-0.44704455,-0.03784682,-0.5985476,0.8784098,-0.08728495,0.08208567,0.06577742,0.05980139,-0.010976315,0.012102239,1.613371,0.03141858,0.014815757,0.35918397,-0.37351537,1.2556515,-0.0390288,-0.22962601,0.049656536,0.17281497,0.42826253,0.9123894,-0.032712985,-0.98674536,-0.108961076,0.07434304
p23_p22_i3_i3_a0.75,0.48638874,-1.710316,0.5969846,-0.47169584,-0.12036079,-0.07969936,-0.30445674,-0.051074747,-0.91894,0.6855614,-0.08801351,0.087879896,0.07219206,0.058278386,-0.29216412,0.03663171,1.7756611,0.060482584,0.032594923,-0.032187343,-0.31487936,1.1834035,-0.042983405,-0.37927055,0.048651263,0.1108011,0.66156703,1.1861063,-0.046034433,-1.3294461,0.02690415,0.06370633
p23_p22_i4_i4_a0.25,0.58086866,-0.6527827,0.96059763,0.5248625,0.26589024,-0.045093797,-0.5762292,-0.051516354,-1.036543,0.5097531,-0.07478243,0.057653483,0.024056561,0.03258872,0.5712723,-0.10090991,-0.50786304,0.01080814,-0.05499968,0.5626779,0.77881074,0.8365042,-0.040453464,0.06342019,0.0063912813,0.41103733,1.4175911,-0.900118,0.0149748465,0.4423458,-0.26098153,0.050404653
p23_p22_i4_i4_a0.5,0.68277264,-0.71955186,0.8458377,0.3132349,0.042078912,-0.028052082,-0.32976997,-0.061341595,-1.3605726,0.86128265,-0.054085292,0.06999691,0.037434876,0.06057198,0.5905798,-0.08207694,-0.6833378,0.012403358,-0.021696357,-0.037234843,0.87037116,0.6424107,-0.03850176,0.22905177,-0.08608853,0.049173832,1.290388,-0.5840075,0.0032843724,-0.62237406,-0.21017605,0.07369858
p23_p22_i4_i4_a0.75,0.63264835,-0.6066319,0.8860103,0.3819215,-0.0000808388,-0.026672395,-0.15916456,-0.07215966,-1.3038881,0.94461733,-0.052460372,0.0640619,0.045894172,0.058826093,0.6288094,-0.07139334,-0.49474475,0.008404579,-0.004543744,-0.5186633,0.97532684,0.61554754,-0.016564151,0.37088645,-0.11274304,-0.0777241,1.2523564,-0.31166688,-0.0133807305,-1.2115308,-0.16646053,0.077778466
p23_p22_i5_i5_a0.25,-1.3014734,-1.9520894,0.03660609,1.1707232,0.74584043,-0.08344384,-0.37227878,0.008271072,0.08038148,-0.97938675,-0.09287377,0.13376383,0.034581352,0.06057166,0.52276284,0.0061906613,0.7304903,-0.021128958,-0.012268916,0.5447957,0.0015226305,1.458555,-0.0109382365,-1.1036468,0.059787396,0.18612158,-1.2355648,-0.04278484,0.026810426,-0.2084565,0.28519106,-0.025964197
p23_p22_i5_i5_a0.5,-1.9139091,-1.545463,0.27492705,0.90138197,0.8851734,-0.10053449,-0.8205658,0.0047018128,-0.6553409,-0.77688205,-0.142171,0.14529791,0.050335,0.005103182,0.23360169,-0.04096947,0.5244829,0.03044371,0.0119189955,0.055292428,-0.08500978,1.1610167,0.02532129,-1.2958865,0.06726058,0.3177967,-0.14080705,-0.28277996,0.03791518,0.1323785,0.15860651,-0.019532371
p23_p22_i5_i5_a0.75,-1.8458179,-1.1995997,0.3708959,0.54142797,0.66663766,-0.089660615,-1.0205537,-0.0035347168,-0.9375155,-0.7478496,-0.14491114,0.139644,0.036038175,-0.014777211,0.07132524,-0.069537595,0.37533787,0.04553724,0.015589796,-0.4504339,-0.16831195,0.88551784,0.013002327,-1.1860459,0.05458721,0.11398363,0.2432595,-0.17851016,0.01609905,0.24133489,0.05354698,-0.02146988
p23_p24_i1_i1_a0.25,-1.0005672,0.072450474,-0.20954993,-0.70761275,-0.5029851,-0.0054332223,-1.0032759,-0.0521572,-0.34382313,-0.15820871,-0.098788016,0.011514186,0.08079034,-0.050479215,-0.32700342,-0.035745505,1.3516335,-0.009523901,0.031757858,1.0182958,0.6398466,-0.6217976,0.06833317,1.0376239,-0.012395303,-0.9511666,2.4261708,-0.20606783,0.022963692,0.7582349,0.41448092,0.038880236
p23_p24_i1_i1_a0.5,-0.39644426,0.33150554,-0.3990313,-0.7500427,-0.6217887,0.00060933735,-0.36240458,-0.019788772,-0.56369275,0.1560963,-0.07843593,0.028738394,0.0790507,-0.03977637,-0.23655903,-0.05125215,1.199985,0.01512301,0.046364352,0.9033058,0.6869488,-0.78326654,0.030987985,1.006849,0.0040382734,-0.73891413,1.7118605,-0.18480495,-0.025691707,0.5141906,0.4309373,0.05974005
p23_p24_i1_i1_a0.75,0.14203398,0.33425674,-0.0062448084,-0.82282865,-0.70472306,-0.05367703,0.33126578,-0.030535828,-0.832633,0.4176119,-0.021575004,0.029280744,0.014204095,0.009605704,-0.13202289,-0.0051486176,0.8256334,-0.0012503248,0.04161279,0.61354774,0.573251,-0.92373973,0.025996748,1.0164988,-0.016311385,-0.54859436,0.45229855,-0.11806747,0.007626281,0.17951682,0.34937274,0.075704835
p23_p24_i2_i2_a0.25,1.3125688,-0.4758746,-0.21640447,-0.52438873,0.05424674,-0.14540282,-0.28315535,-0.06843423,-1.4741786,-0.407482,-0.024103692,0.020163551,0.02618749,0.043948475,-1.7342131,-0.006053962,0.36729687,-0.005794598,0.07442967,1.1344979,-0.113606185,2.0368762,0.03740695,-1.0632046,0.04429587,-1.422839,-0.2641497,0.7165874,0.082357384,-0.52301544,-0.5581674,0.05583141
p23_p24_i2_i2_a0.5,1.1891624,-0.34057093,-0.24550994,-0.54267883,0.01922983,-0.10340223,-0.2408064,-0.06555348,-1.5651102,-0.5299421,-0.024272347,0.028160986,0.026095182,0.043857135,-1.8399446,-0.016428571,0.5669527,0.0026728567,0.0751652,1.0622516,0.005694568,1.920733,0.018783424,-1.0916717,0.062750205,-1.1874307,-0.030423827,0.593687,0.05719287,-0.62760085,-0.48788112,0.046365228
p23_p24_i2_i2_a0.75,0.72467476,-0.15820865,-0.44969606,-0.6788109,0.33617535,-0.04844605,-0.9227709,-0.06375624,-1.6955907,-0.44832107,-0.027440164,0.03407693,-0.011009584,0.021576013,-1.8667367,-0.04821827,0.59262943,-0.015657302,0.058914207,0.7973526,-0.27409095,1.4858904,-0.0041880757,-0.8405793,0.08941352,-0.70979613,0.25447422,0.36141095,0.03901809,-0.56614697,-0.31231597,0.04510623
p23_p24_i3_i3_a0.25,1.1668817,0.48736987,0.12626067,-0.43866122,0.63300174,0.02048932,-0.7681198,-0.043796513,0.16614655,0.3365725,0.00392209,-0.015023438,-0.05776872,0.00011936249,-0.07856184,-0.08821602,0.10994491,-0.13032006,0.036071375,0.8551354,-0.1443358,-0.50760764,-0.0018782802,0.47883052,-0.032116737,-0.7968453,-0.47352177,0.5113629,0.046361692,1.7673552,0.4958251,0.07323267
p23_p24_i3_i3_a0.5,1.1163942,0.38715667,0.07233697,-0.7029215,0.73167896,-0.04223658,-0.65327984,-0.039850906,-0.4419954,0.82231814,-0.068345726,0.031817306,-0.018770233,0.009495211,0.13113922,-0.028763779,0.6106273,-0.0587014,0.03686125,0.82097715,0.28474763,-0.1200321,0.0038161818,0.46923018,0.0077746706,-0.48919725,0.06942043,0.7640325,0.031185135,1.0766414,0.4926529,0.09319717
p23_p24_i3_i3_a0.75,0.7976078,-0.19268139,0.09561278,-0.83138096,0.5574343,-0.08040467,-0.7044214,-0.075910494,-1.0412464,0.79625124,-0.09744766,0.06871996,0.012342587,0.03567135,-0.081031084,0.048431303,1.2088464,-0.007399793,0.029884985,0.5435578,0.58857,0.53472406,0.013152387,0.2504277,0.048193954,-0.32589,0.48232508,1.1346397,0.013918974,-0.17186414,0.37863463,0.09658633
p23_p24_i4_i4_a0.25,-1.4394748,-1.2485576,-0.36213613,-0.18859036,0.06624971,-0.12421455,-0.31856304,-0.061352286,-1.4913082,0.68656915,-0.118240945,0.107595645,0.043858644,-0.007462331,-0.08927429,-0.014453591,0.11300182,-0.02636739,0.08739118,0.9997942,0.45974785,-1.6307774,0.106556356,-0.15680067,0.00035603018,-1.1320499,-0.35007763,-0.14827457,-0.02079067,-2.5298538,-0.68053955,0.035475966
p23_p24_i4_i4_a0.5,-1.2133989,-1.0220008,-0.19682646,-0.22668286,0.25348157,-0.11673749,-0.31961414,-0.014916462,-1.3408343,0.70227826,-0.093961954,0.12334331,0.041993298,-0.0071727303,-0.004816115,-0.006593232,0.30018753,-0.0016358197,0.03859449,0.7665444,0.6455099,-1.2532923,0.10916081,-0.1695108,-0.010237746,-0.91202885,-0.13010564,-0.26196882,-0.024861997,-2.1944032,-0.5485318,0.059701853
p23_p24_i4_i4_a0.75,-0.903688,-1.0104443,0.2607399,0.047128856,0.55638194,-0.10602717,-0.31969517,-0.0362091,-1.4164482,0.9451047,-0.110052876,0.13189073,0.049850266,0.044193815,0.026679575,-0.0065184673,0.32601786,0.012199193,-0.034478568,0.53951436,0.99934417,-0.9451216,0.08728855,0.060743652,-0.044032965,-0.6276546,0.26132375,-0.5623566,-0.022919387,-2.1288147,-0.43627948,0.07572715
p23_p24_i5_i5_a0.25,-0.31057867,-1.5200185,-2.528265,-0.56522787,0.17292601,-0.08714403,0.48903155,0.038908917,0.02829495,-1.3090496,0.022354972,0.19241674,0.13358827,0.15614246,0.74683434,0.112763844,-0.23803654,-0.056269944,-0.007301608,0.59691054,-0.42341852,1.9727724,0.03370391,0.295788,0.10241428,-0.89392984,-1.3830082,-0.2720212,-0.11911679,-2.4288487,0.15155785,0.058245573
p23_p24_i5_i5_a0.5,-0.7379786,-1.7753805,-1.8503984,-0.14018808,0.35777962,-0.09343933,-0.18153293,0.04400388,-0.23579675,-1.5710522,-0.09637517,0.1626292,0.099351384,0.13749559,0.95387214,0.044745356,0.038682878,-0.05556331,-0.024297806,0.53285307,-0.36713094,1.9300463,0.057456233,-0.28720433,0.093130976,-0.7152644,-1.540829,-0.04099685,-0.09101212,-2.0231543,0.19542922,0.035345133
p23_p24_i5_i5_a0.75,-1.2095104,-1.5011911,-1.2796584,-0.07705808,0.5657953,-0.08803948,-0.2944529,0.044095837,-0.25815874,-1.3734758,-0.14215475,0.15307838,0.066785105,0.11274508,0.8430361,-0.009453625,0.06517708,-0.024507409,-0.0049514836,0.29881656,-0.28029874,1.687989,0.062300928,-0.900618,0.080402,-0.64210415,-0.9936218,0.07436013,-0.037163038,-1.1593567,0.23517428,0.004711959
p23_p2_i1_i1_a0.25,4.4483466,0.070177644,-1.2342011,-3.0187423,-1.1955113,-0.04036978,1.7714112,0.15329207,0.25196388,1.1845566,0.21847834,0.07918616,0.031203777,0.13374689,0.24099106,0.08912527,0.43488613,-0.100271404,0.09639019,0.7085735,-1.8484669,0.5760443,-0.053744413,0.37817478,-0.024172883,-0.49960393,-1.2622542,0.6306548,-0.04599799,1.7753556,0.13613169,0.08607511
p23_p2_i1_i1_a0.5,3.51459,-0.5533096,-1.0709798,-2.5113554,-1.3268876,-0.03956058,1.7720561,0.09565267,-0.24813493,0.68116635,0.18858868,0.067490175,-0.0090164365,0.13347691,0.16201198,0.11676369,0.25876617,-0.05836118,0.017569095,0.41632885,-1.4971426,0.28601342,-0.04174614,0.44692957,-0.02400015,-0.50122964,-1.1670593,0.606154,-0.056322943,1.5492321,0.0779344,0.065421894
p23_p2_i1_i1_a0.75,2.453583,-0.529522,-0.59227777,-1.9468104,-1.1141921,-0.07401649,1.9898981,0.05846652,-0.73621523,0.57917583,0.116764635,0.062343385,0.07108553,0.06908634,0.19556004,0.038686544,0.41954416,-0.056157302,0.033732936,0.250902,-1.1603258,-0.16542938,-0.026518954,0.2991911,-0.044022355,-0.54251796,-0.9836644,0.5020442,-0.06781737,0.91055447,0.03990908,0.06947772
p23_p2_i2_i2_a0.25,1.9786973,0.07294746,-0.7341759,-0.27223325,-0.93856424,-0.07636821,0.3143147,-0.002611549,-0.1831918,0.75054204,-0.050021753,0.06255264,0.070011064,-0.0023994665,0.17274237,-0.0005596769,0.3185549,0.0831732,0.027778002,0.5210708,-0.25066954,3.530759,0.027201887,0.018443942,0.005606047,-0.65665954,1.8677083,0.458933,0.07927303,-2.5938187,-0.7438153,0.054359827
p23_p2_i2_i2_a0.5,1.4164776,0.012203664,-1.0420194,-0.12785618,-0.69706845,-0.071878865,0.22426276,-0.010173031,-0.23095667,0.7939363,-0.049983658,0.0678007,0.058368843,0.014828121,-0.12666252,-0.0009795325,0.3172468,0.053413406,0.015715675,0.46281523,-0.43572575,2.9458704,0.034293745,0.2408428,0.021916889,-0.484316,1.5820805,0.39879733,0.059255928,-2.2548048,-0.5152932,0.048906855
p23_p2_i2_i2_a0.75,0.26910383,-0.6336267,-1.2677959,-0.10723278,0.022832751,-0.0727366,-0.6209603,0.008203668,-0.5828403,0.4907201,-0.08761487,0.08941901,0.022708733,0.025202049,-0.31354165,-0.040986337,0.23232858,0.00498111,-0.019056492,0.36103708,-0.93525726,2.299643,0.017122015,0.69807345,0.056309223,-0.19184971,0.76966494,0.23799802,0.033199746,-1.3177273,-0.29702288,0.044623226
p23_p2_i3_i3_a0.25,2.5337992,0.458978,0.8149395,-2.2468243,0.18008927,0.1329147,0.96291816,0.10991359,1.2134813,1.1698548,0.20666201,0.0073161507,-0.0016500121,0.16873713,0.25546837,-0.1359138,0.6534544,-0.18670991,0.12734658,0.44848734,-2.18387,-3.3898797,-0.05850391,-0.29204112,-0.021023069,-0.5943489,-2.5035784,-0.0017696023,-0.045552023,4.741561,0.90426034,0.079259455
p23_p2_i3_i3_a0.5,2.0394948,0.17602494,0.98074114,-1.5668722,0.18058294,0.054756723,0.41500127,0.06980488,0.66069984,1.3206471,0.11386868,0.014783031,-0.024822146,0.13018823,0.16727287,-0.12985745,0.8603931,-0.12650575,0.108434856,0.36080223,-1.7584352,-2.652314,-0.06910196,-0.48558292,-0.017810382,-0.5241798,-2.112634,0.21432292,-0.010633369,3.6422718,0.6919703,0.11309753
p23_p2_i3_i3_a0.75,1.3058149,-1.0729691,0.853263,-1.2185407,0.040557966,-0.070371434,-0.1919358,0.017631017,-0.23755658,1.3062575,0.026163235,0.067586936,-0.006534674,0.11844072,0.0075536966,-0.044787057,0.95942557,-0.04195528,0.089492634,0.23405844,-0.7081919,-1.6981668,-0.067621395,-0.3789618,-0.00020758691,-0.42952836,-1.3277938,0.7004019,-0.029876273,1.2893698,0.40397376,0.14554954
p23_p2_i4_i4_a0.25,3.1661894,0.6022238,0.3702341,-2.536507,-0.059489705,0.11749973,1.3995173,0.14825974,0.952791,1.2483332,0.21830823,0.031914804,-0.016220223,0.14385368,0.2379843,-0.07557166,0.30186164,-0.18251348,0.093050435,0.47914642,-2.358905,-2.4899077,-0.034255333,0.16084597,-0.017153883,-0.6194038,-2.2039015,0.00504452,-0.060376745,4.469201,0.5894626,0.068319194
p23_p2_i4_i4_a0.5,2.6505044,0.6758244,0.9456439,-1.6560832,-0.025325999,0.050635487,1.0050021,0.08179036,0.8063266,1.16443,0.1390344,0.032065496,-0.067942135,0.09304379,0.23328102,-0.1176429,-0.106580764,-0.12103043,0.0013761502,0.29881763,-2.0398173,-1.8022182,-0.056399055,0.22809874,-0.029115401,-0.55727893,-1.3337499,-0.28093466,-0.00062328205,3.8643491,0.36553985,0.08989552
p23_p2_i4_i4_a0.75,2.1551628,0.2380708,1.3678035,-0.81369174,0.3887921,-0.03264708,0.17662488,-0.0066511547,0.11563799,1.5803099,0.052776195,0.0008876277,-0.09880843,0.025903365,0.7451909,-0.14844039,-0.24865499,-0.08619888,-0.07597085,0.13759989,-1.2106826,-1.1373584,-0.07771046,0.5100046,-0.06305002,-0.3238147,-0.39026392,-0.62880373,0.029153854,2.3746548,0.10746257,0.14008307
p23_p2_i5_i5_a0.25,0.49017,-0.1702881,-0.8790196,0.19972616,-2.0020242,-0.0793489,0.59650475,-0.10131355,-0.7920197,1.5848967,-0.105173714,0.054713387,0.070063345,0.07303055,-0.8129295,0.03657087,-0.6722833,0.15135956,0.017133083,0.19582164,0.71441334,4.121549,0.13835658,-1.4730811,0.012872661,-0.5673073,3.3369977,0.3834296,0.009009299,-3.447124,-0.9095206,0.051313087
p23_p2_i5_i5_a0.5,-0.08203474,-0.47586656,-0.6270968,0.18514365,-1.457948,-0.09772282,0.22316812,-0.07960853,-0.5521823,0.9744384,-0.13834193,0.08522723,0.07465973,0.040858835,-0.63852775,-0.021891862,-0.41451058,0.12805831,0.008910835,0.085276425,0.5958103,3.2363818,0.107937135,-1.337719,0.00033755274,-0.5256144,2.942891,0.23695534,0.03491058,-2.8270085,-0.55788296,0.010080932
p23_p2_i5_i5_a0.75,-0.70496243,-0.9062386,-0.3407687,0.072342604,-0.70502543,-0.08459067,-0.3235876,-0.037875485,-0.4064418,0.33245486,-0.16878922,0.1287198,0.07117192,0.002983132,-0.44445753,-0.07852351,0.015259802,0.089441635,0.010516055,-0.2803153,0.33005738,2.3685672,0.060591206,-1.1760348,0.00017418386,-0.39209354,2.3650408,0.055635005,0.035076387,-1.9325795,-0.2753063,-0.045771692
p23_p3_i1_i1_a0.25,2.0041509,-0.3688864,-0.4281668,-0.36399734,-0.45826358,-0.09670308,-0.13770933,-0.0122634135,-0.41945198,0.6770123,-0.008918037,0.04326496,0.03858024,0.044041086,-0.69950294,-0.01284038,-0.2392033,-0.017044839,0.017112728,0.5879249,-0.23664418,2.2104313,0.0062286705,-0.4087613,-0.0069381194,-0.90994227,0.51749295,0.51277006,0.0614253,-0.7473649,-0.4128602,0.07310322
p23_p3_i1_i1_a0.5,1.7981954,-0.34129918,-0.30830002,-0.3339672,-0.5109841,-0.08071602,0.061877158,-0.019017491,-0.7637181,0.5531675,-0.031344485,0.037258215,0.033362556,0.031162526,-0.4839987,-0.0015696371,-0.23317507,0.013964944,0.0061092624,0.53406256,0.06661904,1.863981,0.027275333,-0.546415,0.010974127,-0.62628555,0.67711955,0.35191193,0.05139921,-0.8153842,-0.25466353,0.03987748
p23_p3_i1_i1_a0.75,1.4861953,-0.3638354,0.0378872,-0.67171824,-0.382213,-0.08247881,1.103296,-0.012833141,-1.1330876,0.47290337,-0.025604581,0.064719714,0.063136436,-0.007550773,-0.095344156,-0.023484156,0.03140554,0.014690161,0.0025940165,0.38333094,-0.049226046,1.1421483,0.0123192435,-0.51399356,-0.0043103206,-0.27702898,0.19407363,0.059313864,0.02298586,-0.8436166,-0.08124356,0.033427775
p23_p3_i2_i2_a0.25,1.7127422,-0.4623778,-0.13393143,0.3105717,0.30450746,-0.101181455,-0.06422548,0.003673072,-0.32255846,0.23905733,-0.038438134,0.05226137,0.054476816,0.01919599,-0.62921387,-0.019778244,0.41978425,0.031186242,0.010578301,0.7933757,-0.029208899,3.2532666,0.045925774,-0.12383638,0.037237786,-0.72341883,0.55659,0.63711095,0.103156835,-1.2482656,-0.8567499,0.050589588
p23_p3_i2_i2_a0.5,1.3438574,-0.49413776,-0.21787241,0.2726827,0.41485423,-0.09752672,-0.2251678,-0.0047162245,-0.4716734,0.31848383,-0.033311605,0.02568556,0.044962384,0.012945743,-0.98293376,-0.043237895,0.80832934,-0.0018778574,0.019153433,0.6592142,-0.13206667,2.9073167,0.03367931,-0.14115854,0.043161463,-0.5777289,0.22191447,0.38843706,0.08001085,-0.99476933,-0.6498664,0.059910253
